"Date(UTC)","Julian Date","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)"
"Jan 15 2016",2457403,209.93,4.20e-7,5.10e-8
"Jan 22 2016",2457410,240.47,4.62e-7,5.30e-8
"Jan 29 2016",2457417,373.23,5.26e-7,5.10e-8
"Feb 05 2016",2457423,329.28,4.60e-7,4.90e-8
"Feb 12 2016",2457430,253.86,4.14e-7,4.80e-8
"Feb 19 2016",2457437,238.08,4.03e-7,4.80e-8
"Feb 26 2016",2457444,366.08,4.78e-7,4.60e-8
"Mar 04 2016",2457453,293.22,4.34e-7,4.60e-8
"Mar 11 2016",2457460,280.55,5.12e-7,5.30e-8
"Mar 18 2016",2457467,372.76,5.42e-7,5.30e-8
"Mar 25 2016",2457474,364.92,4.65e-7,4.60e-8
"Apr 01 2016",2457480,295.17,4.17e-7,4.50e-8
"Apr 08 2016",2457487,288.13,4.26e-7,4.70e-8
"Apr 15 2016",2457494,374.73,4.86e-7,4.80e-8
"Apr 22 2016",2457501,134.93,2.78e-7,4.00e-8
"Apr 29 2016",2457508,471.78,4.36e-7,3.70e-8
"May 06 2016",2457516,506.33,6.27e-7,4.90e-8
"May 13 2016",2457523,558.37,5.32e-7,4.30e-8
"May 20 2016",2457530,489.6,6.43e-7,5.40e-8
"May 27 2016",2457537,778.85,7.93e-7,5.80e-8
"Jun 03 2016",2457543,345.11,5.40e-7,5.50e-8
"Jun 10 2016",2457550,414.01,5.49e-7,5.00e-8
"Jun 17 2016",2457557,430.18,6.69e-7,6.50e-8
"Jun 24 2016",2457564,190.41,3.38e-7,4.20e-8
"Jul 01 2016",2457572,200.58,3.36e-7,4.30e-8
"Jul 08 2016",2457579,270.3,4.11e-7,4.60e-8
"Jul 15 2016",2457586,206.77,3.52e-7,4.30e-8
"Jul 22 2016",2457593,45.63,2.93e-7,7.50e-8
"Jul 29 2016",2457600,87.83,2.30e-7,4.00e-8
"Aug 05 2016",2457606,0,6.84e-7,6e-7
"Aug 12 2016",2457613,96.78,2.24e-7,3.80e-8
"Aug 19 2016",2457620,78.25,1.75e-7,3.60e-8
"Aug 26 2016",2457627,58.34,1.96e-7,4.00e-8
"Sep 02 2016",2457633,42.48,1.42e-7,3.30e-8
"Sep 09 2016",2457640,70.41,1.75e-7,3.50e-8
"Sep 16 2016",2457647,203.53,3.48e-7,4.40e-8
"Sep 23 2016",2457654,742.88,7.65e-7,5.50e-8
"Sep 30 2016",2457661,249.36,4.17e-7,4.90e-8
"Oct 07 2016",2457669,1017.34,1.13e-6,7.00e-8
"Oct 14 2016",2457676,210.12,3.92e-7,5.20e-8
"Oct 21 2016",2457683,249.75,4.08e-7,4.70e-8
"Oct 28 2016",2457690,267.84,4.03e-7,4.30e-8
"Nov 04 2016",2457696,24.83,1.60e-7,4.90e-8
"Nov 11 2016",2457703,104.26,3.53e-7,6.30e-8
"Nov 18 2016",2457710,587.97,6.82e-7,5.50e-8
"Nov 25 2016",2457717,176.42,3.36e-7,4.30e-8
"Dec 02 2016",2457725,262.55,4.69e-7,5.10e-8
"Dec 09 2016",2457732,107.74,2.81e-7,4.30e-8
"Dec 16 2016",2457739,278.12,2.97e-7,3.10e-8
"Dec 23 2016",2457746,99.62,1.82e-7,3.00e-8
"Dec 30 2016",2457753,155.09,2.08e-7,3.10e-8
"Jan 06 2017",2457759,90.45,2.09e-7,3.70e-8
"Jan 13 2017",2457766,113.32,2.10e-7,3.40e-8
"Jan 20 2017",2457773,61.49,1.45e-7,3.50e-8
"Jan 27 2017",2457780,22.61,9.58e-8,3.20e-8
"Feb 03 2017",2457787,23.61,9.35e-8,2.98e-8
"Feb 10 2017",2457794,100.88,2.08e-7,3.40e-8
"Feb 17 2017",2457801,175.58,2.66e-7,3.90e-8
"Feb 24 2017",2457808,163.55,3.11e-7,4.30e-8
"Mar 03 2017",2457817,68.8,1.46e-7,3.10e-8
"Mar 10 2017",2457824,210.93,3.27e-7,4.20e-8
"Mar 17 2017",2457831,184.65,3.38e-7,4.50e-8
"Mar 24 2017",2457838,147.66,3.04e-7,4.20e-8
"Mar 31 2017",2457845,74.38,2.00e-7,3.60e-8
"Apr 07 2017",2457852,87.52,2.64e-7,4.90e-8
"Apr 14 2017",2457859,148.59,2.90e-7,4.40e-8
"Apr 21 2017",2457866,69.58,2.09e-7,4.00e-8
"Apr 28 2017",2457873,133.05,2.29e-7,3.60e-8
"May 05 2017",2457880,76.96,1.88e-7,3.40e-8
"May 12 2017",2457887,70.24,1.91e-7,3.50e-8
"May 19 2017",2457894,166.25,2.92e-7,3.90e-8
"May 26 2017",2457901,180.07,3.15e-7,4.20e-8
"Jun 02 2017",2457907,448.02,5.56e-7,4.90e-8
"Jun 09 2017",2457914,220.64,4.33e-7,5.40e-8
"Jun 16 2017",2457921,644.61,7.51e-7,5.70e-8
"Jun 23 2017",2457928,223.07,3.78e-7,4.50e-8
"Jun 30 2017",2457935,47.28,1.79e-7,4.80e-8
"Jul 07 2017",2457943,62.78,2.15e-7,4.10e-8
"Jul 14 2017",2457950,68.82,1.97e-7,3.90e-8
"Jul 21 2017",2457957,110.36,1.98e-7,3.40e-8
"Jul 28 2017",2457964,199.07,3.46e-7,4.20e-8
"Aug 04 2017",2457970,144.55,3.11e-7,4.40e-8
"Aug 11 2017",2457977,208.95,3.31e-7,4.00e-8
"Aug 18 2017",2457984,116.55,2.39e-7,3.90e-8
"Aug 25 2017",2457991,101.68,2.61e-7,4.30e-8
"Sep 01 2017",2457998,206.57,3.82e-7,4.70e-8
"Sep 08 2017",2458005,182.33,3.27e-7,4.20e-8
"Sep 15 2017",2458012,203.73,5.78e-7,6.90e-8
"Sep 22 2017",2458019,400.76,5.93e-7,5.50e-8
"Sep 29 2017",2458026,292.21,4.26e-7,4.60e-8
"Oct 06 2017",2458033,261.98,3.87e-7,4.30e-8
"Oct 13 2017",2458040,247.63,3.95e-7,4.60e-8
"Oct 20 2017",2458047,285.3,5.23e-7,5.60e-8
"Oct 27 2017",2458054,298.59,4.41e-7,4.70e-8
"Nov 03 2017",2458061,401.81,4.89e-7,4.50e-8
"Nov 10 2017",2458068,262.62,3.94e-7,4.30e-8
"Nov 17 2017",2458075,374.74,4.80e-7,4.60e-8
"Nov 24 2017",2458082,250.21,3.72e-7,4.10e-8
"Dec 01 2017",2458089,227,3.90e-7,4.60e-8
"Dec 08 2017",2458096,415.95,6.38e-7,5.80e-8
"Dec 15 2017",2458103,553.78,7.22e-7,6.30e-8
"Dec 22 2017",2458110,645.29,6.77e-7,5.30e-8
"Dec 29 2017",2458117,295.03,3.88e-7,4.30e-8
"Jan 05 2018",2458123,620.54,7.09e-7,5.40e-8
"Jan 12 2018",2458130,471.61,5.70e-7,4.90e-8
"Jan 19 2018",2458137,478.54,5.92e-7,5.20e-8
"Jan 26 2018",2458144,166.91,3.54e-7,4.80e-8
"Feb 02 2018",2458151,334.52,5.94e-7,6.00e-8
"Feb 09 2018",2458158,350.51,4.85e-7,5.10e-8
"Feb 16 2018",2458165,678.35,7.17e-7,5.30e-8
"Feb 23 2018",2458172,316.42,4.98e-7,5.20e-8
"Mar 02 2018",2458181,951.63,9.44e-7,6.10e-8
"Mar 09 2018",2458188,1253.03,1.08e-6,6.00e-8
"Mar 16 2018",2458195,126.54,7.46e-7,1.19e-7
"Apr 27 2018",2458237,50.71,5.04e-7,1.28e-7
"May 04 2018",2458244,616.55,4.46e-7,3.30e-8
"May 11 2018",2458251,492.89,4.90e-7,4.00e-8
"May 18 2018",2458258,89.88,5.00e-7,9.50e-8
"May 25 2018",2458265,456.9,4.62e-7,4.00e-8
"Jun 01 2018",2458272,355.31,3.56e-7,3.40e-8
"Jun 08 2018",2458279,345.36,4.31e-7,4.10e-8
"Jun 22 2018",2458293,956.82,5.90e-7,3.60e-8
"Jun 29 2018",2458300,3.9,1.33e-6,1.e-6
"Jul 06 2018",2458307,562.16,6.89e-7,5.40e-8
"Jul 13 2018",2458314,279.31,3.44e-7,3.70e-8
"Jul 20 2018",2458321,196.29,2.16e-7,2.70e-8
"Jul 27 2018",2458328,53.54,2.00e-7,4.60e-8
"Aug 03 2018",2458334,616.54,5.32e-7,4.10e-8
"Aug 10 2018",2458341,797.77,5.32e-7,3.40e-8
"Aug 17 2018",2458348,292.43,6.52e-7,7.10e-8
"Aug 24 2018",2458355,242.53,4.24e-7,4.80e-8
"Aug 31 2018",2458362,451.97,4.22e-7,3.70e-8
"Sep 07 2018",2458369,164.13,4.95e-7,6.80e-8
"Sep 14 2018",2458376,196.4,2.49e-7,3.10e-8
"Sep 21 2018",2458383,167,1.78e-7,2.40e-8
"Sep 28 2018",2458390,282.62,2.97e-7,3.00e-8
"Oct 05 2018",2458397,224.46,2.97e-7,3.40e-8
"Oct 19 2018",2458411,9.4,2.93e-7,1.73e-7
"Oct 26 2018",2458418,96.09,1.73e-7,3.10e-8
"Nov 02 2018",2458425,111.63,1.90e-7,3.10e-8
"Nov 09 2018",2458432,203.71,2.95e-7,3.50e-8
"Nov 16 2018",2458439,318.87,3.46e-7,3.60e-8
"Nov 23 2018",2458446,139.01,1.76e-7,2.40e-8
"Nov 30 2018",2458453,64.62,1.54e-7,3.10e-8
"Dec 07 2018",2458460,109.67,1.86e-7,3.20e-8
"Dec 14 2018",2458467,176.17,2.36e-7,2.90e-8
"Dec 21 2018",2458474,185.02,2.07e-7,2.70e-8
"Jan 04 2019",2458488,284.43,2.96e-7,2.90e-8
"Jan 11 2019",2458495,73.08,1.79e-7,3.40e-8
"Jan 18 2019",2458502,100.45,1.91e-7,3.30e-8
"Jan 25 2019",2458509,119.91,2.30e-7,3.40e-8
"Feb 01 2019",2458515,283.58,2.72e-7,3.10e-8
"Feb 08 2019",2458522,156.45,2.04e-7,2.80e-8
"Feb 15 2019",2458529,183.11,2.26e-7,2.80e-8
"Feb 22 2019",2458536,262.9,4.38e-7,4.50e-8
"Mar 01 2019",2458546,218.19,3.91e-7,4.70e-8
"Mar 08 2019",2458553,309.8,4.08e-7,4.30e-8
"Mar 15 2019",2458560,270.51,3.46e-7,3.90e-8
"Mar 22 2019",2458567,335.11,4.68e-7,4.70e-8
"Mar 29 2019",2458574,213.22,3.69e-7,4.50e-8
"Apr 05 2019",2458580,155.04,3.05e-7,4.30e-8
"Apr 12 2019",2458587,400.05,5.15e-7,4.90e-8
"Apr 19 2019",2458594,543.73,5.63e-7,4.70e-8
"Apr 26 2019",2458601,930.69,9.46e-7,6.30e-8
"May 03 2019",2458608,1535.44,1.20e-6,6.00e-8
"May 10 2019",2458615,505.64,6.21e-7,5.00e-8
"May 17 2019",2458622,637.87,7.16e-7,5.40e-8
"May 24 2019",2458629,348.59,4.54e-7,4.50e-8
"May 31 2019",2458636,245.87,3.15e-7,3.40e-8
"Jun 07 2019",2458643,291.73,2.94e-7,3.10e-8
"Jun 14 2019",2458650,212.45,2.86e-7,3.30e-8
"Jun 21 2019",2458657,103.96,2.49e-7,4.40e-8
"Jun 28 2019",2458664,298.42,3.45e-7,4.00e-8
"Jul 05 2019",2458671,502.12,5.63e-7,4.80e-8
"Jul 12 2019",2458678,665.35,5.50e-7,4.20e-8
"Jul 19 2019",2458685,1845.6,1.04e-6,4.80e-8
"Jul 26 2019",2458692,806.23,5.82e-7,3.80e-8
"Aug 02 2019",2458699,304.96,4.99e-7,5.40e-8
"Aug 09 2019",2458706,219.4,3.31e-7,4.20e-8
"Aug 16 2019",2458713,142.56,2.64e-7,4.10e-8
"Aug 23 2019",2458720,233.34,3.66e-7,4.40e-8
"Aug 30 2019",2458727,335.01,3.58e-7,3.40e-8
"Sep 06 2019",2458733,348.13,3.65e-7,3.40e-8
"Sep 13 2019",2458740,171.3,3.38e-7,4.80e-8
"Sep 20 2019",2458747,337.08,5.06e-7,5.00e-8
"Sep 27 2019",2458754,184.88,5.88e-7,7.70e-8
"Oct 04 2019",2458762,384.47,5.69e-7,5.70e-8
"Oct 11 2019",2458769,268.64,3.78e-7,4.10e-8
"Oct 18 2019",2458776,170.35,2.93e-7,4.00e-8
"Oct 25 2019",2458783,68.46,2.19e-7,4.00e-8
"Nov 01 2019",2458789,92.27,2.56e-7,4.20e-8
"Nov 08 2019",2458796,54.68,1.46e-7,3.20e-8
"Nov 15 2019",2458803,38.06,1.06e-7,2.70e-8
"Nov 22 2019",2458810,135.34,2.67e-7,3.70e-8
"Nov 29 2019",2458817,402.51,5.44e-7,4.90e-8
"Dec 06 2019",2458824,281.58,4.19e-7,4.60e-8
"Dec 13 2019",2458831,590.29,7.41e-7,5.90e-8
"Dec 20 2019",2458838,786.39,7.48e-7,5.10e-8
"Dec 27 2019",2458845,810.9,6.42e-7,4.20e-8
"Jan 03 2020",2458852,1953.41,1.11e-6,5.00e-8
"Jan 10 2020",2458859,635.24,7.15e-7,5.30e-8
"Jan 17 2020",2458866,955.81,1.06e-6,6.60e-8
"Jan 24 2020",2458873,512.09,6.50e-7,5.20e-8
"Jan 31 2020",2458880,320.49,4.88e-7,5.00e-8
"Feb 07 2020",2458886,578.45,5.15e-7,3.90e-8
"Feb 14 2020",2458893,418.06,4.14e-7,3.50e-8
"Feb 21 2020",2458900,128.25,2.39e-7,3.40e-8
"Feb 28 2020",2458907,394.26,5.53e-7,5.30e-8
"Mar 06 2020",2458916,212.2,3.87e-7,4.70e-8
"Mar 13 2020",2458923,1088.22,1.17e-6,7.00e-8
"Mar 20 2020",2458930,1035.2,9.29e-7,5.80e-8
"Mar 27 2020",2458937,1087.21,1.16e-6,7.00e-8
"Apr 03 2020",2458943,162.85,3.52e-7,4.80e-8
"Apr 10 2020",2458950,92.73,2.00e-7,3.60e-8
"Apr 17 2020",2458957,79.57,2.04e-7,3.70e-8
"Apr 24 2020",2458964,788.87,7.53e-7,5.00e-8
"May 01 2020",2458972,254.65,4.30e-7,5.00e-8
"May 08 2020",2458979,92.22,1.99e-7,3.50e-8
"May 15 2020",2458986,117.83,2.49e-7,3.70e-8
"May 22 2020",2458993,1059.29,1.03e-6,6.10e-8
"May 29 2020",2459000,254.62,3.40e-7,3.80e-8
"Jun 05 2020",2459006,1177.49,8.18e-7,4.60e-8
"Jun 12 2020",2459013,359.16,3.30e-7,3.00e-8
"Jun 19 2020",2459020,41.1,1.36e-7,3.10e-8
"Jun 26 2020",2459027,267.12,4.05e-7,4.50e-8
"Jul 03 2020",2459035,243.76,3.91e-7,4.30e-8
"Jul 10 2020",2459042,84.86,2.12e-7,3.70e-8
"Jul 17 2020",2459049,138.02,1.98e-7,2.80e-8
"Jul 24 2020",2459056,122.84,2.02e-7,3.00e-8
"Jul 31 2020",2459063,453.45,4.16e-7,3.60e-8
"Aug 07 2020",2459069,863.57,8.69e-7,5.60e-8
"Aug 14 2020",2459076,1002.04,1.11e-6,7.00e-8
"Aug 21 2020",2459083,2979.11,2.39e-6,9.00e-8
"Aug 28 2020",2459090,2144.6,1.82e-6,9.00e-8
"Sep 04 2020",2459096,2620.29,1.49e-6,6.00e-8
"Sep 11 2020",2459103,887.91,8.52e-7,5.10e-8
"Sep 18 2020",2459110,1934.29,1.84e-6,8.00e-8
"Sep 25 2020",2459117,1149.55,1.12e-6,7.00e-8
"Oct 02 2020",2459125,1346.15,2.24e-6,1.30e-7
"Oct 09 2020",2459132,1700.18,1.56e-6,8.00e-8
"Oct 16 2020",2459139,486.92,5.54e-7,4.70e-8
"Oct 23 2020",2459146,375.41,5.04e-7,4.80e-8
"Oct 30 2020",2459153,153.84,3.63e-7,5.10e-8
"Nov 06 2020",2459159,273.17,5.15e-7,5.70e-8
"Nov 13 2020",2459166,266.13,4.09e-7,4.20e-8
"Nov 20 2020",2459173,389.55,4.49e-7,4.00e-8
"Nov 27 2020",2459180,315.34,4.63e-7,4.50e-8
"Dec 04 2020",2459188,466.27,6.12e-7,5.00e-8
"Dec 11 2020",2459195,652.31,7.56e-7,5.50e-8
"Dec 18 2020",2459202,648.05,8.38e-7,6.10e-8
"Dec 25 2020",2459209,1398.24,1.01e-6,5.10e-8
"Jan 01 2021",2459215,2914.78,1.45e-6,5.00e-8
"Jan 08 2021",2459222,5408.01,2.16e-6,6.00e-8
"Jan 15 2021",2459229,5156.6,3.08e-6,1.00e-7
"Jan 22 2021",2459236,2873.04,2.14e-6,8.00e-8
"Jan 29 2021",2459243,4356.01,2.66e-6,9.00e-8
"Feb 05 2021",2459250,3420.15,2.16e-6,8.00e-8
"Feb 12 2021",2459257,3908.76,1.74e-6,6.00e-8
"Feb 19 2021",2459264,1383.78,9.27e-7,4.70e-8
"Feb 26 2021",2459271,1353.44,1.22e-6,7.00e-8
"Mar 05 2021",2459280,1033.09,9.59e-7,6.10e-8
"Mar 12 2021",2459287,2791,2.14e-6,8.00e-8
"Mar 19 2021",2459294,1638.1,1.33e-6,7.00e-8
"Mar 26 2021",2459301,1714.7,1.29e-6,7.00e-8
"Apr 02 2021",2459307,503.42,6.20e-7,5.50e-8
"Apr 09 2021",2459314,2013.63,1.65e-6,8.00e-8
"Apr 16 2021",2459321,2603.2,1.84e-6,8.00e-8
"Apr 23 2021",2459328,6271.97,3.10e-6,9.00e-8
"Apr 30 2021",2459335,8240.8,3.79e-6,9.00e-8
"May 07 2021",2459343,2984.24,2.12e-6,8.00e-8
"May 14 2021",2459350,989.97,9.71e-7,6.00e-8
"May 21 2021",2459357,1065.91,1.02e-6,5.90e-8
"May 28 2021",2459364,1459.63,1.25e-6,7.00e-8
"Jun 04 2021",2459370,815.43,7.04e-7,4.80e-8
"Jun 11 2021",2459377,583.46,5.04e-7,3.80e-8
"Jun 18 2021",2459384,1043.75,6.75e-7,3.90e-8
"Jun 25 2021",2459391,1095.83,1.08e-6,6.00e-8
"Jul 02 2021",2459399,1733.2,1.55e-6,7.00e-8
"Jul 09 2021",2459406,4240.22,2.57e-6,8.00e-8
"Jul 16 2021",2459413,3687.87,2.16e-6,8.00e-8
"Jul 23 2021",2459420,4516.33,2.17e-6,7.00e-8
"Jul 30 2021",2459427,12220.66,4.23e-6,8.00e-8
"Aug 06 2021",2459433,10640.24,4.31e-6,1.00e-7
"Aug 13 2021",2459440,1530.35,1.40e-6,7.00e-8
"Aug 20 2021",2459447,1445.04,1.42e-6,8.00e-8
"Aug 27 2021",2459454,1498.73,1.28e-6,7.00e-8
"Sep 03 2021",2459461,825.83,8.14e-7,5.70e-8
"Sep 10 2021",2459468,1051.96,7.56e-7,4.30e-8
"Sep 17 2021",2459475,1067.99,1.02e-6,6.30e-8
"Sep 24 2021",2459482,2011.07,1.67e-6,8.00e-8
"Oct 01 2021",2459489,1811.47,1.78e-6,8.00e-8
"Oct 08 2021",2459496,247.79,7.89e-7,9.10e-8
"Oct 15 2021",2459503,557.8,6.70e-7,5.30e-8
"Oct 22 2021",2459510,637.31,6.27e-7,5.00e-8
"Oct 29 2021",2459517,832.51,8.90e-7,6.10e-8
"Nov 05 2021",2459524,485.02,6.80e-7,6.00e-8
"Nov 12 2021",2459531,390.44,5.48e-7,5.40e-8
"Nov 19 2021",2459538,357.64,4.22e-7,3.90e-8
"Nov 26 2021",2459545,897.27,7.11e-7,4.40e-8
"Dec 03 2021",2459552,523.42,6.68e-7,5.20e-8
"Dec 10 2021",2459559,822.22,8.11e-7,5.30e-8
"Dec 17 2021",2459566,268.94,4.20e-7,4.40e-8
"Dec 24 2021",2459573,223.96,3.53e-7,4.40e-8
"Dec 31 2021",2459580,221.78,2.86e-7,3.30e-8
"Jan 07 2022",2459586,807.29,6.55e-7,4.10e-8
"Jan 14 2022",2459593,1075.71,7.97e-7,4.60e-8
"Jan 21 2022",2459600,1295.42,1.22e-6,7.00e-8
"Jan 28 2022",2459607,637.23,7.44e-7,5.60e-8
"Feb 04 2022",2459614,1012.18,9.13e-7,5.70e-8
"Feb 11 2022",2459621,1321.58,1.04e-6,5.60e-8
"Feb 18 2022",2459628,2291.83,1.27e-6,5.00e-8
"Feb 25 2022",2459635,1513.29,1.06e-6,5.00e-8
"Mar 04 2022",2459644,1550.37,1.32e-6,7.00e-8
"Mar 11 2022",2459651,3083.51,2.06e-6,8.00e-8
"Mar 18 2022",2459658,913.1,9.83e-7,6.10e-8
"Mar 25 2022",2459665,1590.23,1.35e-6,7.00e-8
"Apr 01 2022",2459672,1413.02,1.29e-6,7.00e-8
"Apr 08 2022",2459679,1393.84,1.32e-6,7.00e-8
"Apr 15 2022",2459686,592.57,7.61e-7,6.20e-8
"Apr 22 2022",2459693,1025.58,9.61e-7,5.80e-8
"Apr 29 2022",2459700,762.81,7.00e-7,4.90e-8
"May 06 2022",2459707,1228.11,9.04e-7,5.00e-8
"May 13 2022",2459714,442.43,5.92e-7,5.20e-8
"May 20 2022",2459721,366.15,5.16e-7,5.00e-8
"May 27 2022",2459728,431.52,6.05e-7,5.30e-8
"Jun 03 2022",2459735,697.53,8.06e-7,5.60e-8
"Jun 10 2022",2459742,2778.17,1.61e-6,6.00e-8
"Jun 17 2022",2459749,900.99,6.45e-7,4.10e-8
"Jun 24 2022",2459756,964.39,6.32e-7,3.90e-8
"Jul 01 2022",2459763,95.94,2.49e-7,4.00e-8
"Jul 08 2022",2459770,213.42,3.62e-7,4.40e-8
"Jul 15 2022",2459777,586.25,6.68e-7,5.10e-8
"Jul 22 2022",2459784,232.04,3.68e-7,3.90e-8
"Jul 29 2022",2459791,321.8,3.79e-7,3.70e-8
"Aug 05 2022",2459797,450.39,3.91e-7,3.40e-8
"Aug 12 2022",2459804,182.63,2.68e-7,3.50e-8
"Aug 19 2022",2459811,78.02,2.03e-7,3.60e-8
"Aug 26 2022",2459818,218.67,4.05e-7,4.60e-8
"Sep 02 2022",2459825,165.27,3.20e-7,4.20e-8
"Sep 09 2022",2459832,445.56,5.68e-7,4.70e-8
"Sep 16 2022",2459839,2341.77,1.30e-6,5.00e-8
"Sep 23 2022",2459846,248.37,4.99e-7,5.30e-8
"Sep 30 2022",2459853,672.38,8.00e-7,5.70e-8
"Oct 07 2022",2459860,807.98,1.10e-6,7.00e-8
"Oct 14 2022",2459867,2907.27,3.15e-6,1.30e-7
"Oct 21 2022",2459874,3294.24,2.27e-6,8.00e-8
"Oct 28 2022",2459881,2750.32,1.90e-6,8.00e-8
"Nov 04 2022",2459888,5201.83,3.41e-6,1.00e-7
"Nov 11 2022",2459895,4004.18,2.98e-6,1.00e-7
"Nov 18 2022",2459902,2540.55,1.65e-6,7.00e-8
"Nov 25 2022",2459909,5218.22,2.34e-6,7.00e-8
"Dec 02 2022",2459916,4175.75,2.01e-6,7.00e-8
"Dec 09 2022",2459923,1939.6,1.55e-6,8.00e-8
"Dec 16 2022",2459930,1042.11,9.73e-7,5.90e-8
"Dec 23 2022",2459937,876.15,9.20e-7,6.20e-8
"Dec 30 2022",2459944,1793.96,1.29e-6,6.00e-8
"Jan 06 2023",2459951,1615.29,9.75e-7,4.70e-8
"Jan 13 2023",2459958,804.42,5.86e-7,3.70e-8
"Jan 20 2023",2459965,903.33,7.66e-7,4.80e-8
"Jan 27 2023",2459972,440.93,6.18e-7,5.20e-8
"Feb 03 2023",2459978,362.35,4.97e-7,4.80e-8
"Feb 10 2023",2459985,745.2,7.84e-7,5.30e-8
"Feb 17 2023",2459992,966.09,7.43e-7,4.50e-8
"Feb 24 2023",2459999,2469.44,1.33e-6,5.00e-8
"Mar 03 2023",2460009,1727.57,1.32e-6,6.00e-8
"Mar 10 2023",2460016,785.01,7.73e-7,5.30e-8
"Mar 17 2023",2460023,392.52,5.81e-7,5.30e-8
"Mar 24 2023",2460030,441.29,6.10e-7,5.50e-8
"Mar 31 2023",2460037,908.79,8.96e-7,5.90e-8
"Apr 07 2023",2460043,279.14,4.62e-7,4.70e-8
"Apr 14 2023",2460050,139.07,2.60e-7,3.70e-8
"Apr 21 2023",2460057,133.71,2.57e-7,3.70e-8
"Apr 28 2023",2460064,101.42,2.09e-7,3.40e-8
"May 05 2023",2460071,286.98,3.24e-7,3.30e-8
"May 12 2023",2460078,283.39,3.64e-7,3.80e-8
"May 19 2023",2460085,335.53,5.26e-7,4.90e-8
"May 26 2023",2460092,466.75,5.69e-7,4.70e-8
"Jun 02 2023",2460099,460.04,5.32e-7,4.70e-8
"Jun 09 2023",2460106,495.42,5.44e-7,4.50e-8
"Jun 16 2023",2460113,572.96,5.34e-7,4.00e-8
"Jun 23 2023",2460120,382.45,3.69e-7,3.10e-8
"Jun 30 2023",2460127,350.77,3.51e-7,3.30e-8
"Jul 07 2023",2460134,261.39,4.55e-7,4.90e-8
"Jul 14 2023",2460141,522.3,6.59e-7,5.10e-8
